Property ID,Price,State of the property,Number of bedrooms,Livable surface,Garage,Number of garages,Type of heating,Type of glazing,Elevator,Garden,Terrace,Surface terrace,Total land surface,Swimming pool,type,postal_code,city,Region,province,main_type,price_per_sqm,Price_per_sqm_land
vbd35950,195000.0,Normal,1.0,86.0,1.0,2.0,Gas,,1.0,0.0,0.0,,,,apartment,7500,tournai,Wallonia,Hainaut,apartment,2267.4418604651164,
rbt99663,349000.0,,2.0,75.0,1.0,1.0,Gas,Double glass,,0.0,1.0,20.0,,,apartment,3080,tervuren,Flanders,Brabant Flemish,apartment,4653.333333333333,
rbt20148,,New,2.0,119.0,1.0,,Not specified,,1.0,0.0,1.0,23.0,,,apartment,3740,beverst,Flanders,Limburg,apartment,,
vbc03301,325007.0,New,3.0,165.0,,,,,,1.0,1.0,,,,residence,4300,waremme,Wallonia,Liege,house,1969.739393939394,
rbu59289,229000.0,Excellent,2.0,,,,Gas,Double glass,1.0,,,,,,investment-property,3800,sint-truiden,Flanders,Limburg,investment property,,
rbu56167,195000.0,,,,,,,,,,,,619.0,,development-site,3150,tildonk,Flanders,Brabant Flemish,land,,315.0242326332795
rbu55801,,New,,,1.0,,,,,,,,,,apartment,9890,gavere,Flanders,East Flanders,apartment,,
vbd36372,276000.0,New,3.0,116.0,,,,Double glass,1.0,0.0,1.0,12.0,,0.0,apartment,4101,jemeppe,Wallonia,Liege,apartment,2379.310344827586,
vwd14188,45200.0,Normal,1.0,50.0,,,Not specified,,,1.0,1.0,20.0,250.0,,bungalow,5540,hastiere,Wallonia,Namur,house,904.0,180.8
rbu62285,425000.0,To renovate,4.0,317.0,1.0,,,Double glass,,1.0,1.0,,4111.0,,mixed-building,2220,heist-op-den-berg,Flanders,Antwerp,house,1340.6940063091483,103.38117246412065
vbd20619,246000.0,New,1.0,59.0,,,,,1.0,0.0,1.0,27.0,,,apartment,5000,namur,Wallonia,Namur,apartment,4169.4915254237285,
vbd12936,229000.0,To be renovated,7.0,,,,Fuel oil,Double glass,0.0,1.0,1.0,,695.0,1.0,investment-property,4577,modave,Wallonia,Namur,investment property,,329.49640287769785
rbu62130,458222.0,New,2.0,102.0,1.0,,Not specified,,1.0,1.0,1.0,20.0,,,apartment,3020,herent,Flanders,Brabant Flemish,apartment,4492.3725490196075,
rbu55449,320000.0,Normal,3.0,153.0,1.0,1.0,Gas,,0.0,0.0,1.0,10.0,87.0,,residence,1560,hoeilaart,Flanders,Brabant Flemish,house,2091.503267973856,3678.1609195402298
vbd20550,145000.0,Excellent,,,,,,Double glass,0.0,,,,290.0,,commercial-building,1480,tubize,Wallonia,Brabant Walloon,business,,500.0
vbd49836,649000.0,Excellent,3.0,425.0,,,,Double glass,0.0,1.0,1.0,115.0,912.0,1.0,residence,4460,grace-hollogne,Wallonia,Liege,house,1527.0588235294117,711.6228070175439
vbd47883,595000.0,To be renovated,6.0,570.0,1.0,1.0,Fuel oil,,0.0,1.0,1.0,,3167.0,,residence,7911,hacquegnies,Wallonia,Hainaut,house,1043.859649122807,187.87496053047047
rbu66765,999999.0,New,1.0,66.0,,,,,1.0,0.0,1.0,11.0,,,apartment,2300,turnhout,Flanders,Antwerp,apartment,15151.5,
vbc87693,410000.0,,3.0,95.0,,,,,0.0,0.0,1.0,,,,apartment,1348,louvain-la-neuve,Wallonia,Brabant Walloon,apartment,4315.789473684211,
vbd37064,695000.0,New,2.0,110.0,1.0,,Hot air,Double glass,1.0,1.0,1.0,25.0,,0.0,apartment,1160,oudergem,Brussels,Brussels,apartment,6318.181818181818,
vbb18054,385000.0,New,3.0,201.0,,,Not specified,,0.0,0.0,1.0,,671.0,,residence,6900,marche-en-famenne,Wallonia,Luxembourg,house,1915.4228855721392,573.7704918032787
rbu63058,300000.0,New,2.0,87.0,1.0,,Hot air,Double glass,1.0,,1.0,15.0,,,apartment,9041,oostakker,Flanders,East Flanders,apartment,3448.2758620689656,
vbd35345,190000.0,To renovate,3.0,222.0,1.0,2.0,Fuel oil,,0.0,1.0,0.0,,956.0,0.0,residence,5555,bievre,Wallonia,Namur,house,855.8558558558559,198.744769874477
vbd45734,970000.0,Excellent,,,,,,Double glass,0.0,,,,555.0,,commercial-building,1050,elsene,Brussels,Brussels,business,,1747.7477477477478
vbd44152,465000.0,,3.0,165.0,1.0,1.0,Gas,Double glass,,1.0,1.0,,195.0,,residence,1410,waterloo,Wallonia,Brabant Walloon,house,2818.181818181818,2384.6153846153848
vbd49062,870000.0,To be renovated,4.0,280.0,,,Fuel oil,Double glass,0.0,1.0,1.0,12.0,160.0,0.0,mixed-building,1050,elsene,Brussels,Brussels,house,3107.1428571428573,5437.5
rbu62601,354900.0,,2.0,104.0,,,,,,0.0,1.0,32.0,,,apartment,2840,rumst,Flanders,Antwerp,apartment,3412.5,
vbc69796,399900.0,,3.0,151.0,,,,,,1.0,1.0,17.0,,,apartment,6460,chimay,Wallonia,Hainaut,apartment,2648.344370860927,
vbd44536,165000.0,,,,,,,,,,,,1524.0,,land,6700,heinsch,Wallonia,Luxembourg,land,,108.26771653543307
rbu66179,260000.0,New,1.0,60.0,,,,,1.0,1.0,1.0,5.0,,,apartment,9080,zeveneken,Flanders,East Flanders,apartment,4333.333333333333,
vbb60606,250000.0,New,2.0,78.0,,,,,,1.0,1.0,6.0,,,apartment,7000,mons,Wallonia,Hainaut,apartment,3205.128205128205,
vbd48421,155000.0,Excellent,2.0,52.0,,,Electricity,Double glass,0.0,1.0,,,562.0,0.0,residence,6441,erpion,Wallonia,Hainaut,house,2980.769230769231,275.80071174377224
vbc56699,436209.0,New,3.0,166.0,,,Fuel oil,,0.0,1.0,,,1057.0,,residence,5000,namur,Wallonia,Namur,house,2627.765060240964,412.68590350047305
vbd44891,395000.0,Normal,3.0,177.0,1.0,1.0,Fuel oil,,0.0,1.0,1.0,,3160.0,,residence,5081,saint-denis,Wallonia,Namur,house,2231.638418079096,125.0
rbu64218,399000.0,New,3.0,156.0,,,Hot air,,,1.0,1.0,,605.0,,residence,3550,heusden-zolder,Flanders,Limburg,house,2557.6923076923076,659.5041322314049
vbd49207,369000.0,Excellent,3.0,210.0,1.0,,Hot air,Double glass,0.0,1.0,0.0,,800.0,0.0,villa,6250,aiseau-presles,Wallonia,Hainaut,house,1757.142857142857,461.25
vbd46206,387500.0,,3.0,119.0,1.0,,,Double glass,1.0,0.0,1.0,6.0,,1.0,duplex,7500,tournai,Wallonia,Hainaut,apartment,3256.3025210084033,
vbb11668,340930.0,New,2.0,103.0,1.0,1.0,,Double glass,1.0,0.0,1.0,5.0,,0.0,apartment,4000,liege,Wallonia,Liege,apartment,3310.0,
rwc41136,429000.0,Fully renovated,3.0,165.0,1.0,,Gas,Double glass,,1.0,1.0,35.0,,,residence,9100,nieuwkerken-waas,Flanders,East Flanders,house,2600.0,
rbu63062,299000.0,New,2.0,89.0,1.0,,Hot air,Double glass,1.0,,1.0,10.0,,,apartment,9041,oostakker,Flanders,East Flanders,apartment,3359.550561797753,
vbb93601,980000.0,New,,,,,Not specified,,1.0,,1.0,,,,commercial-building,1420,braine-l-alleud,Wallonia,Brabant Walloon,business,,
vbd28557,428000.0,New,2.0,97.0,,,Gas,Double glass,1.0,0.0,1.0,10.0,,,apartment,1348,louvain-la-neuve,Wallonia,Brabant Walloon,apartment,4412.371134020618,
vbd39564,259000.0,New,2.0,95.0,,,Gas,Double glass,1.0,0.0,1.0,10.0,,,apartment,4100,seraing,Wallonia,Liege,apartment,2726.315789473684,
vbd45014,159000.0,To be renovated,1.0,108.0,,,Not specified,Double glass,0.0,1.0,1.0,,867.0,0.0,residence,7730,nechin,Wallonia,Hainaut,house,1472.2222222222222,183.3910034602076
vbd46306,65000.0,,,,,,,,,,,,756.0,,development-site,5530,yvoir,Wallonia,Namur,land,,85.97883597883597
vbd46540,154000.0,Normal,1.0,40.0,1.0,,Gas,Double glass,1.0,,1.0,8.0,,,studio,4000,liege,Wallonia,Liege,apartment,3850.0,
vaz03910,835000.0,New,4.0,,,,,,,1.0,1.0,,,,residence,1180,ukkel,Brussels,Brussels,house,,
vaz60211,982700.0,New,2.0,169.0,1.0,2.0,,Double glass,1.0,1.0,1.0,22.0,,0.0,duplex,1410,waterloo,Wallonia,Brabant Walloon,apartment,5814.792899408284,
vbd17515,,To renovate,10.0,160.0,,,Fuel oil,Double glass,0.0,1.0,1.0,10.0,180.0,0.0,residence,6800,libramont-chevigny,Wallonia,Luxembourg,house,,
rbu63041,269000.0,New,1.0,60.0,1.0,1.0,Hot air,Double glass,1.0,1.0,1.0,6.0,,0.0,apartment,9041,oostakker,Flanders,East Flanders,apartment,4483.333333333333,
rbu62147,449000.0,,3.0,155.0,1.0,1.0,,,,1.0,1.0,,987.0,,residence,8370,blankenberge,Flanders,West Flanders,house,2896.7741935483873,454.9138804457953
rbu58857,249000.0,Normal,1.0,69.0,1.0,,Gas,,,1.0,1.0,,,,apartment,3550,heusden-zolder,Flanders,Limburg,apartment,3608.695652173913,
vbd30908,85000.0,,,,,,,,,,,,1019.0,,land,6830,bouillon,Wallonia,Luxembourg,land,,83.41511285574093
vbd47030,349000.0,Excellent,1.0,70.0,,,Gas,,0.0,0.0,0.0,,,0.0,apartment,1050,elsene,Brussels,Brussels,apartment,4985.714285714285,
rbu65090,445000.0,,2.0,93.0,,,Gas,Double glass,1.0,1.0,1.0,,,,apartment,8620,nieuwpoort,Flanders,West Flanders,apartment,4784.94623655914,
vbd47151,199000.0,,,,,,,,,,,,,,garage,4821,andrimont,Wallonia,Namur,business,,
rbu62494,305000.0,Normal,3.0,136.0,1.0,,,,,1.0,1.0,,386.0,,residence,3631,boorsem,Flanders,Limburg,house,2242.6470588235293,790.1554404145078
vbb39991,349000.0,New,3.0,141.0,1.0,1.0,Not specified,,0.0,1.0,1.0,,436.0,,residence,7041,givry,Wallonia,Hainaut,house,2475.177304964539,800.4587155963303
rbu66634,414500.0,New,3.0,126.0,,,,,1.0,0.0,1.0,29.0,,,apartment,3920,lommel,Flanders,Limburg,apartment,3289.6825396825398,
rbt29912,585000.0,New,3.0,154.0,1.0,,Not specified,,0.0,1.0,1.0,,399.0,,residence,9120,haasdonk,Flanders,East Flanders,house,3798.7012987012986,1466.1654135338347
vbd46203,290500.0,,2.0,107.0,1.0,,,Double glass,1.0,0.0,1.0,5.0,,1.0,apartment,7500,tournai,Wallonia,Hainaut,apartment,2714.9532710280373,
rbu47148,373000.0,New,3.0,152.0,,,,,,1.0,1.0,,433.0,,residence,3890,gingelom,Flanders,Limburg,house,2453.9473684210525,861.431870669746
vbd45007,50000.0,,,,,,,,,,,,207.0,,land,7333,tertre,Wallonia,Hainaut,land,,241.54589371980677
vbd36802,183000.0,New,1.0,66.0,,,,,1.0,0.0,1.0,8.0,,,apartment,7000,mons,Wallonia,Hainaut,apartment,2772.7272727272725,
vbd45066,365000.0,Normal,2.0,90.0,,,,Double glass,1.0,0.0,1.0,4.0,,0.0,apartment,1000,brussels,Brussels,Brussels,apartment,4055.5555555555557,
rbu51405,354900.0,New,2.0,109.0,1.0,,,,1.0,0.0,1.0,22.0,,,apartment,2440,geel,Flanders,Antwerp,apartment,3255.9633027522937,
vbc72574,319000.0,New,2.0,91.0,,,Gas,,1.0,1.0,1.0,13.0,,,apartment,6700,arlon,Wallonia,Luxembourg,apartment,3505.4945054945056,
vwd15477,250000.0,Normal,5.0,205.0,,,Gas,Double glass,0.0,0.0,1.0,16.0,71.0,0.0,residence,7500,tournai,Wallonia,Hainaut,house,1219.5121951219512,3521.1267605633802
vbd29732,269000.0,New,1.0,66.0,,,,Double glass,1.0,0.0,1.0,9.0,,0.0,apartment,1490,court-saint-etienne,Wallonia,Brabant Walloon,apartment,4075.757575757576,
rbu47897,450000.0,,,,,,,,,,,,,,commercial-building,3040,huldenberg,Flanders,Brabant Flemish,business,,
rbu66640,384500.0,New,3.0,124.0,,,,,1.0,0.0,1.0,18.0,,,apartment,3920,lommel,Flanders,Limburg,apartment,3100.8064516129034,
vbd22637,,,1.0,76.0,,,Electricity,Double glass,0.0,0.0,0.0,,,0.0,apartment,6880,bertrix,Wallonia,Luxembourg,apartment,,
rbe39043,618000.0,New,2.0,169.0,1.0,,,,1.0,1.0,1.0,66.0,,,penthouse,3500,hasselt,Flanders,Limburg,apartment,3656.804733727811,
vbb60663,285000.0,New,2.0,84.0,1.0,,,,,1.0,1.0,6.0,,,apartment,7000,mons,Wallonia,Hainaut,apartment,3392.8571428571427,
vbd49571,299000.0,Excellent,1.0,74.0,,,Gas,Double glass,1.0,0.0,0.0,,,0.0,apartment,1190,vorst,Brussels,Brussels,apartment,4040.5405405405404,
rbu65985,295000.0,Fully renovated,3.0,152.0,1.0,1.0,Gas,Double glass,0.0,1.0,1.0,,386.0,0.0,residence,8531,bavikhove,Flanders,West Flanders,house,1940.7894736842106,764.2487046632124
rbu66915,342150.0,,3.0,141.0,,,,,,0.0,0.0,,510.0,,residence,8800,roeselare,Flanders,West Flanders,house,2426.595744680851,670.8823529411765
vbd29721,324000.0,New,2.0,90.0,,,,Double glass,1.0,0.0,1.0,9.0,,0.0,apartment,1490,court-saint-etienne,Wallonia,Brabant Walloon,apartment,3600.0,
rbu63086,249000.0,,,,,,,,,,,,686.0,,land,9920,lovendegem,Flanders,East Flanders,land,,362.97376093294463
rbt09754,485608.0,,4.0,191.0,,,,Double glass,0.0,1.0,1.0,27.0,,0.0,residence,1750,lennik,Flanders,Brabant Flemish,house,2542.450261780105,
vbd33531,45000.0,Excellent,,,,,,Double glass,,,,,,,commercial-building,1160,oudergem,Brussels,Brussels,business,,
vbd47181,698000.0,Normal,3.0,220.0,1.0,1.0,Gas,Double glass,0.0,0.0,1.0,16.0,,0.0,loft,1180,ukkel,Brussels,Brussels,apartment,3172.7272727272725,
rbu66393,639000.0,Normal,4.0,184.0,1.0,,Gas,Double glass,,1.0,1.0,,516.0,0.0,residence,9031,drongen,Flanders,East Flanders,house,3472.8260869565215,1238.3720930232557
rbu49816,19000.0,,,,,,,,,,,,,,garage,8400,zandvoorde,Flanders,West Flanders,business,,
rbu58437,215000.0,Excellent,,,,,Gas,Double glass,,,,,,,business-surface,2060,antwerp,Flanders,Antwerp,business,,
rbu64213,898750.0,New,4.0,195.0,1.0,,,Double glass,0.0,1.0,1.0,,592.0,,residence,9000,gent,Flanders,East Flanders,house,4608.974358974359,1518.1587837837837
rbu64830,439142.0,,3.0,135.0,1.0,,,,,1.0,0.0,,226.0,,residence,9041,oostakker,Flanders,East Flanders,house,3252.9037037037037,1943.1061946902655
vbd35398,95000.0,,,,,,,,,,,,1231.0,,land,4590,ouffet,Wallonia,Namur,land,,77.17303005686433
vbd37486,1750000.0,Normal,,,,,,,,,,,,,commercial-building,5000,namur,Wallonia,Namur,business,,
vbd09822,219000.0,To be renovated,4.0,133.0,1.0,1.0,Fuel oil,,0.0,1.0,1.0,20.0,488.0,0.0,residence,4920,aywaille,Wallonia,Namur,house,1646.6165413533834,448.7704918032787
vbd47952,565000.0,Excellent,2.0,125.0,1.0,,Gas,Double glass,1.0,,1.0,20.0,,0.0,apartment,1050,elsene,Brussels,Brussels,apartment,4520.0,
rbu56244,524000.0,,3.0,163.0,,,,Double glass,,1.0,1.0,18.0,260.0,,residence,1654,huizingen,Flanders,Brabant Flemish,house,3214.723926380368,2015.3846153846155
vbc44986,346000.0,New,2.0,83.0,,,Gas,Double glass,1.0,1.0,1.0,12.0,,0.0,apartment,1930,zaventem,Flanders,Brabant Flemish,apartment,4168.674698795181,
rbu60919,219000.0,To be renovated,2.0,103.0,,,Gas,,0.0,1.0,1.0,,195.0,,residence,2350,vosselaar,Flanders,Antwerp,house,2126.21359223301,1123.076923076923
rbu12680,507421.0,New,3.0,107.0,1.0,,Not specified,,1.0,1.0,1.0,15.0,,,apartment,3020,herent,Flanders,Brabant Flemish,apartment,4742.252336448598,
rbu60193,225000.0,Normal,2.0,80.0,1.0,1.0,Gas,Double glass,1.0,0.0,1.0,,,0.0,apartment,9800,deinze,Flanders,East Flanders,apartment,2812.5,
vbd37649,65000.0,,,,,,,,,,,,1881.0,,land,6640,vaux-sur-sure,Wallonia,Luxembourg,land,,34.55608718766614
vbd12447,309000.0,Fully renovated,3.0,195.0,,,Fuel oil,Double glass,0.0,1.0,1.0,30.0,1488.0,0.0,residence,6840,neufchateau,Wallonia,Luxembourg,house,1584.6153846153845,207.66129032258064
vbd46987,129000.0,Normal,2.0,50.0,1.0,1.0,Fuel oil,,0.0,0.0,1.0,,50.0,,residence,7050,jurbise,Wallonia,Hainaut,house,2580.0,2580.0
vbd43687,250000.0,New,0.0,45.0,,,,,,1.0,1.0,,,,studio,1140,evere,Brussels,Brussels,apartment,5555.555555555556,
rbu66752,238900.0,New,2.0,72.0,,,,,1.0,0.0,1.0,17.0,,,apartment,2300,turnhout,Flanders,Antwerp,apartment,3318.0555555555557,
vbc69785,234600.0,,,,,,,,,,1.0,16.0,228.0,,office-space,6460,chimay,Wallonia,Hainaut,business,,1028.9473684210527
rbu66611,25000.0,Excellent,,,,,,,,,,,,,parking,1830,machelen,Flanders,Brabant Flemish,business,,
vbd36386,256000.0,New,3.0,119.0,,,,Double glass,1.0,0.0,1.0,10.0,,0.0,apartment,4101,jemeppe,Wallonia,Liege,apartment,2151.2605042016808,
rbu52379,319000.0,To be renovated,2.0,,,,,,0.0,,,,486.0,,commercial-building,3920,lommel,Flanders,Limburg,business,,656.3786008230453
vbd46695,163500.0,Normal,2.0,55.0,,,,Double glass,0.0,,0.0,,,0.0,duplex,4170,comblain-au-pont,Wallonia,Liege,apartment,2972.7272727272725,
vbd47496,440000.0,Normal,3.0,269.0,1.0,1.0,Gas,Double glass,0.0,1.0,1.0,98.0,1409.0,0.0,residence,4680,oupeye,Wallonia,Namur,house,1635.6877323420074,312.278211497516
vbd22269,369000.0,New,2.0,106.0,,,Electricity,,0.0,0.0,1.0,41.0,,,apartment,1350,orp-le-grand,Wallonia,Brabant Walloon,apartment,3481.132075471698,
rbu62569,250000.0,Fully renovated,3.0,86.0,,,Electricity,Double glass,0.0,1.0,1.0,,218.0,,residence,8670,koksijde,Flanders,West Flanders,house,2906.9767441860463,1146.788990825688
vbd45812,239000.0,To be renovated,5.0,230.0,1.0,,Gas,Double glass,1.0,1.0,1.0,30.0,710.0,0.0,residence,1350,jauche,Wallonia,Brabant Walloon,house,1039.1304347826087,336.61971830985914
vbd49247,209000.0,Normal,3.0,93.0,1.0,2.0,Gas,Double glass,0.0,1.0,1.0,40.0,116.0,,residence,4400,flemalle,Wallonia,Liege,house,2247.3118279569894,1801.7241379310344
rbu33641,298000.0,Excellent,1.0,80.0,,,Gas,Double glass,,1.0,1.0,,,,apartment,3500,hasselt,Flanders,Limburg,apartment,3725.0,
rbu67328,375000.0,To be renovated,3.0,578.0,,,Fuel oil,,0.0,1.0,1.0,,1523.0,,residence,9400,voorde,Flanders,East Flanders,house,648.7889273356401,246.22455679579778
vbc01491,357700.0,,3.0,110.0,,,,,,0.0,1.0,13.0,,,apartment,6460,chimay,Wallonia,Hainaut,apartment,3251.818181818182,
vbd41921,600000.0,Normal,5.0,213.0,1.0,2.0,Fuel oil,,0.0,1.0,1.0,45.0,3116.0,,residence,1457,walhain,Wallonia,Brabant Walloon,house,2816.9014084507044,192.55455712451862
vbd28215,626000.0,New,3.0,133.0,1.0,1.0,Hot air,Double glass,1.0,1.0,1.0,36.0,,0.0,apartment,1420,braine-l-alleud,Wallonia,Brabant Walloon,apartment,4706.766917293233,
vbd42069,380000.0,New,2.0,91.0,,,,,,0.0,1.0,13.0,,,apartment,5000,namur,Wallonia,Namur,apartment,4175.824175824176,
rbu58920,495000.0,,4.0,400.0,1.0,,Fuel oil,Simple glass,0.0,1.0,1.0,,12860.0,,residence,3018,wijgmaal,Flanders,Brabant Flemish,house,1237.5,38.49144634525661
vbc03315,323003.0,New,3.0,171.0,,,,,,1.0,1.0,,,,residence,4300,waremme,Wallonia,Liege,house,1888.906432748538,
vbd46610,319000.0,New,2.0,95.0,1.0,,,Double glass,1.0,0.0,1.0,8.0,,0.0,apartment,5530,godinne,Wallonia,Namur,apartment,3357.8947368421054,
rbu48631,199000.0,Excellent,1.0,117.0,1.0,,Gas,,0.0,0.0,0.0,,90.0,,residence,2500,lier,Flanders,Antwerp,house,1700.854700854701,2211.1111111111113
vbc59217,385000.0,Normal,5.0,253.0,1.0,3.0,Fuel oil,Double glass,0.0,,1.0,48.0,635.0,0.0,residence,5300,andenne,Wallonia,Namur,house,1521.7391304347825,606.2992125984252
rbu62396,275000.0,,,,,,,,,,,,,,development-site,9140,temse,Flanders,East Flanders,land,,
rbu65909,310000.0,Normal,2.0,98.0,1.0,,,,1.0,0.0,1.0,9.0,,,apartment,1785,merchtem,Flanders,Brabant Flemish,apartment,3163.265306122449,
vbd46262,159500.0,Excellent,1.0,71.0,1.0,,Electricity,,0.0,0.0,0.0,,,0.0,duplex,4500,huy,Wallonia,Namur,apartment,2246.478873239437,
vbd43177,99000.0,To be renovated,1.0,71.0,,,Fuel oil,Double glass,0.0,1.0,0.0,,1545.0,,residence,6830,bouillon,Wallonia,Luxembourg,house,1394.3661971830986,64.07766990291262
vbc01507,273600.0,,2.0,107.0,1.0,,,,,0.0,1.0,4.0,,,apartment,6460,chimay,Wallonia,Hainaut,apartment,2557.0093457943926,
rbu29626,569930.0,New,3.0,126.0,1.0,,,Double glass,1.0,1.0,1.0,,,,apartment,8620,nieuwpoort,Flanders,West Flanders,apartment,4523.253968253968,
vbc56706,457362.0,New,3.0,134.0,,,Fuel oil,,0.0,1.0,1.0,30.0,1105.0,,residence,5003,saint-marc,Wallonia,Namur,house,3413.1492537313434,413.90226244343893
rbt20995,459000.0,Normal,,,,,Gas,,0.0,,,,1105.0,,office-space,3600,genk,Flanders,Limburg,business,,415.38461538461536
vbd45818,185000.0,Fully renovated,3.0,123.0,,,Electricity,,0.0,,0.0,,,0.0,mixed-building,4000,liege,Wallonia,Liege,house,1504.0650406504064,
vbd43834,599000.0,Excellent,3.0,258.0,1.0,2.0,,Double glass,0.0,1.0,1.0,27.0,4729.0,0.0,villa,4161,villers-aux-tours,Wallonia,Liege,house,2321.705426356589,126.6652569253542
vbd04639,305700.0,,2.0,94.0,1.0,6.0,Hot air,Double glass,1.0,0.0,1.0,12.0,,,apartment,4000,liege,Wallonia,Liege,apartment,3252.127659574468,
vbc54870,469000.0,New,3.0,146.0,1.0,1.0,Gas,,0.0,1.0,1.0,,573.0,,residence,5001,belgrade,Wallonia,Namur,house,3212.328767123288,818.499127399651
rbu62011,159000.0,,,,,,,,,,,,284.0,,development-site,2960,sint-lenaarts,Flanders,Antwerp,land,,559.8591549295775
vbd37721,270000.0,,,,,,Not specified,Double glass,0.0,,,,198.0,,industrial-building,5001,belgrade,Wallonia,Namur,business,,1363.6363636363637
rbu66352,315000.0,New,1.0,74.0,1.0,1.0,Hot air,Double glass,1.0,0.0,1.0,6.0,,0.0,apartment,9700,oudenaarde,Flanders,East Flanders,apartment,4256.756756756757,
vbd28991,350000.0,Normal,3.0,191.0,1.0,1.0,Gas,Double glass,0.0,1.0,1.0,60.0,879.0,0.0,residence,1350,orp-le-grand,Wallonia,Brabant Walloon,house,1832.4607329842931,398.1797497155859
vwd15592,265000.0,,,,,,,,,,,,5100.0,,development-site,5540,hastiere,Wallonia,Namur,land,,51.96078431372549
vbd40039,242821.0,New,1.0,65.0,1.0,,,,1.0,0.0,1.0,7.0,,,apartment,5000,namur,Wallonia,Namur,apartment,3735.7076923076925,
vbd24545,,New,2.0,78.0,,,Gas,Double glass,1.0,0.0,1.0,8.0,,0.0,apartment,5000,namur,Wallonia,Namur,apartment,,
vbb83360,299000.0,New,2.0,89.0,1.0,,Gas,Double glass,,,1.0,11.0,,,apartment,4031,angleur,Wallonia,Liege,apartment,3359.550561797753,
vbc52835,230000.0,New,1.0,69.0,1.0,,Hot air,Double glass,1.0,0.0,1.0,,,,apartment,4000,liege,Wallonia,Liege,apartment,3333.3333333333335,
vbd27983,515000.0,,4.0,204.0,,,Not specified,,0.0,1.0,1.0,,818.0,,residence,4317,viemme,Wallonia,Liege,house,2524.5098039215686,629.5843520782396
rbu59367,249000.0,Normal,1.0,54.0,,,,Double glass,1.0,0.0,0.0,,,0.0,apartment,9000,gent,Flanders,East Flanders,apartment,4611.111111111111,
vbd29415,529100.0,New,4.0,190.0,1.0,,Hot air,,1.0,0.0,1.0,12.0,,0.0,penthouse,1490,court-saint-etienne,Wallonia,Brabant Walloon,apartment,2784.7368421052633,
vbd48339,425000.0,Excellent,5.0,205.0,1.0,1.0,Gas,Double glass,0.0,1.0,1.0,30.0,300.0,0.0,residence,4460,grace-hollogne,Wallonia,Liege,house,2073.170731707317,1416.6666666666667
vbc96735,299000.0,Fully renovated,3.0,107.0,1.0,,Gas,Double glass,0.0,1.0,1.0,,,0.0,apartment,4350,remicourt,Wallonia,Liege,apartment,2794.392523364486,
rbu58848,125000.0,,,,,,,,,,,,13645.0,,recreational-land,3550,heusden-zolder,Flanders,Limburg,land,,9.160864785635765
rbu46919,445000.0,,3.0,170.0,,,Not specified,Double glass,0.0,1.0,1.0,16.0,569.0,,residence,3580,beringen,Flanders,Limburg,house,2617.6470588235293,782.0738137082601
vbd49240,395000.0,To be renovated,4.0,185.0,,,Gas,,0.0,0.0,0.0,,,,residence,1030,schaarbeek,Brussels,Brussels,house,2135.135135135135,
rbu58840,209000.0,,,,,,,,,,,,1125.0,,land,3550,heusden-zolder,Flanders,Limburg,land,,185.77777777777777
vbd49089,432640.0,New,3.0,175.0,1.0,,,Double glass,0.0,1.0,1.0,,739.0,0.0,residence,1460,ittre,Wallonia,Brabant Walloon,house,2472.2285714285713,585.4397834912044
vbd43301,145000.0,To be renovated,1.0,,1.0,,Gas,Double glass,,0.0,0.0,,,,apartment,4020,liege,Wallonia,Liege,apartment,,
vbc51213,208471.0,New,1.0,55.0,,,,Double glass,1.0,0.0,1.0,8.0,,,apartment,5100,jambes,Wallonia,Namur,apartment,3790.3818181818183,
vbd41104,,,,49.0,,,,,,1.0,1.0,,,,studio,5100,jambes,Wallonia,Namur,apartment,,
vbc69781,406800.0,,3.0,152.0,,,,,,0.0,1.0,29.0,,,apartment,6460,chimay,Wallonia,Hainaut,apartment,2676.315789473684,
rbu64298,610000.0,Normal,4.0,225.0,,,Gas,,0.0,1.0,1.0,16.0,398.0,,residence,2800,mechelen,Flanders,Antwerp,house,2711.1111111111113,1532.6633165829146
rbt43781,,New,3.0,159.0,,,Gas,,1.0,0.0,1.0,11.0,,,duplex,1970,wezembeek-oppem,Flanders,Brabant Flemish,apartment,,
rbu62539,310000.0,Normal,1.0,103.0,1.0,1.0,Gas,Double glass,0.0,0.0,1.0,15.0,,0.0,apartment,9700,oudenaarde,Flanders,East Flanders,apartment,3009.7087378640776,
rbu66597,219000.0,To be renovated,1.0,131.0,,,Gas,,0.0,1.0,1.0,5.0,170.0,,residence,2930,brasschaat,Flanders,Antwerp,house,1671.7557251908397,1288.235294117647
rbu58884,320000.0,New,1.0,83.0,,,Electricity,,0.0,0.0,1.0,7.0,,,residence,2870,puurs,Flanders,Antwerp,house,3855.421686746988,
rbu59640,799000.0,Excellent,2.0,57.0,,,,Double glass,1.0,,1.0,,,0.0,apartment,8300,knokke-heist,Flanders,West Flanders,apartment,14017.543859649122,
vbd39598,,New,3.0,139.0,,,,,0.0,1.0,1.0,15.0,,,residence,4700,eupen,Wallonia,Namur,house,,
vbd47331,189000.0,To renovate,2.0,70.0,,,,Double glass,0.0,0.0,1.0,10.0,,0.0,apartment,1040,etterbeek,Brussels,Brussels,apartment,2700.0,
